tube_assembly_id,quote_date,cost
TA-18848,1995-06-30,5.88
TA-16569,2012-12-21,5.88
TA-21175,1999-09-13,5.88
TA-05061,2013-01-16,5.88
TA-19202,2014-02-12,5.88
TA-15496,2013-05-20,5.88
TA-05102,2013-01-16,5.87
TA-15519,2013-03-20,5.87
TA-13085,2009-11-05,5.87
TA-16957,2012-09-12,5.87
TA-12072,2012-03-15,5.86
TA-19030,2005-08-23,5.85
TA-00417,2003-05-12,5.85
TA-07678,2014-01-31,5.84
TA-08862,2009-07-14,5.84
TA-03577,2011-06-15,5.84
TA-12241,2013-08-05,5.84
TA-09290,2013-08-05,5.84
TA-08168,2013-08-05,5.83
TA-08048,2010-10-06,5.83
TA-06420,2014-07-15,5.82
TA-19870,2007-11-14,5.82
TA-06991,2003-09-12,5.82
TA-14228,2011-07-27,5.82
TA-02250,2011-08-01,5.82
TA-11264,2010-01-01,5.81
TA-16950,2012-09-12,5.81
TA-02619,2000-11-15,5.81
TA-16948,2012-09-12,5.81
TA-06463,2013-01-16,5.81
TA-18786,2011-08-01,5.8
TA-16623,2012-10-22,5.8
TA-04357,2010-05-05,5.8
TA-16623,2014-08-12,5.8
TA-02924,2011-05-18,5.79
TA-03706,2001-07-01,5.79
TA-13996,2013-08-05,5.78
TA-12176,2007-08-20,5.78
TA-09774,2007-09-28,5.77
TA-11313,2007-04-24,5.77
TA-17028,2012-09-12,5.77
TA-07978,2012-12-07,5.77
TA-13482,2013-08-05,5.76
TA-14911,2011-02-01,5.76
TA-10146,2013-08-05,5.76
TA-12468,2011-06-23,5.76
TA-13478,2013-08-05,5.76
TA-13800,2011-05-01,5.75
TA-16429,2011-11-21,5.75
TA-12430,2013-08-05,5.75
TA-13025,2009-01-09,5.74
TA-11646,2013-09-10,5.74
TA-05057,2013-09-10,5.74
TA-08331,2011-05-01,5.74
TA-17982,2012-12-20,5.74
TA-17987,2012-12-06,5.74
TA-17986,2012-12-20,5.74
TA-06495,2013-01-16,5.74
TA-05202,2010-11-18,5.73
TA-07685,2014-01-13,5.73
TA-10236,2012-06-28,5.73
TA-18807,2005-05-09,5.73
TA-02207,2002-09-20,5.73
TA-14376,2010-09-01,5.73
TA-12330,2013-08-05,5.72
TA-18009,2012-09-28,5.72
TA-11306,2006-11-29,5.72
TA-09848,2013-02-04,5.72
TA-18445,2014-07-28,5.71
TA-08894,2013-09-10,5.71
TA-17023,2012-09-12,5.71
TA-13030,2009-01-09,5.7
TA-01490,2013-01-16,5.69
TA-03311,1999-01-25,5.69
TA-05128,2003-09-29,5.69
TA-18085,2014-02-19,5.69
TA-12142,2013-08-05,5.68
TA-09055,2007-08-08,5.68
TA-14198,2013-04-08,5.68
TA-18502,2014-02-05,5.67
TA-11178,2007-02-24,5.66
TA-17200,2012-04-03,5.66
TA-09831,2008-04-01,5.66
TA-08872,2013-09-10,5.65
TA-08141,2004-10-14,5.65
TA-02852,2007-08-30,5.65
TA-03570,1999-12-03,5.65
TA-03166,2007-01-24,5.65
TA-00114,2014-06-10,5.64
TA-05984,2011-11-09,5.64
TA-19620,2005-05-09,5.63
TA-06240,2011-02-21,5.63
TA-02202,1997-09-10,5.63
TA-04487,2011-08-01,5.62
TA-09948,2008-09-15,5.62
TA-16675,2013-07-22,5.62
TA-16970,2012-09-12,5.61
TA-16975,2012-09-12,5.61
TA-15314,2012-09-01,5.61
TA-12276,2009-10-01,5.6
TA-12898,2008-08-01,5.6
TA-19907,2011-11-09,5.6
TA-14912,2011-02-01,5.59
TA-16968,2012-09-12,5.59
TA-02341,2013-06-10,5.59
TA-13702,2011-05-01,5.59
TA-06494,2005-08-05,5.58
TA-16963,2012-09-12,5.58
TA-01293,2013-01-16,5.57
TA-06231,2011-06-01,5.57
TA-18470,2013-05-16,5.57
TA-04977,2001-02-03,5.57
TA-14312,2013-08-01,5.57
TA-13651,2011-05-01,5.57
TA-11058,2013-01-16,5.56
TA-21102,1999-09-13,5.56
TA-02240,1997-05-06,5.55
TA-13547,2011-05-01,5.55
TA-17876,2013-02-27,5.55
TA-11857,2012-03-15,5.55
TA-18879,2013-01-16,5.55
TA-08157,2014-02-12,5.54
TA-08157,2011-08-01,5.54
TA-16888,2013-03-20,5.54
TA-12130,2013-08-05,5.54
TA-01396,2007-01-13,5.53
TA-07828,2004-07-21,5.53
TA-16927,2012-09-12,5.53
TA-17401,2014-08-01,5.53
TA-17001,2012-09-12,5.53
TA-00615,1994-04-09,5.52
TA-17889,2013-03-08,5.52
TA-12742,2014-02-06,5.52
TA-17004,2012-09-12,5.52
TA-17005,2012-09-12,5.51
TA-02663,1997-12-04,5.51
TA-05988,2011-11-09,5.51
TA-02700,2004-09-09,5.5
TA-12110,2011-08-01,5.5
TA-00487,2013-01-16,5.49
TA-18375,2013-03-27,5.49
TA-01968,2011-08-01,5.49
TA-08215,2006-01-23,5.49
TA-02662,1997-12-04,5.49
TA-06816,2011-06-01,5.49
TA-16612,2012-10-23,5.48
TA-17445,2013-08-16,5.48
TA-05985,2011-11-09,5.48
TA-09814,2011-05-01,5.48
TA-09263,2011-05-01,5.48
TA-02564,2013-01-16,5.48
TA-09670,2013-08-05,5.46
TA-00912,2011-08-01,5.45
TA-12223,2008-06-23,5.45
TA-13537,2011-05-01,5.44
TA-00306,1994-11-23,5.44
TA-13470,2008-12-29,5.43
TA-09291,2013-08-05,5.43
TA-11460,2007-02-05,5.43
TA-13693,2011-05-01,5.43
TA-18559,2013-10-03,5.43
TA-14612,2013-06-11,5.42
TA-11568,2009-10-01,5.42
TA-05338,2013-08-05,5.41
TA-18024,2014-02-11,5.41
TA-12723,2010-09-28,5.41
TA-16919,2012-09-12,5.41
TA-10059,2006-05-09,5.41
TA-16485,2012-03-24,5.4
TA-16935,2012-09-12,5.4
TA-11296,2006-12-05,5.4
TA-16065,2014-04-02,5.4
TA-16065,2013-04-08,5.4
TA-12523,2011-09-16,5.4
TA-00830,2014-04-10,5.39
TA-18783,1994-12-12,5.39
TA-13437,2013-09-10,5.38
TA-01108,2013-01-16,5.38
TA-16924,2012-09-12,5.38
TA-11919,2011-08-01,5.38
TA-03079,2014-03-03,5.38
TA-18374,2013-03-27,5.38
TA-19699,2005-06-23,5.37
TA-17024,2012-09-12,5.37
TA-19657,2009-08-31,5.37
TA-09167,2013-02-26,5.36
TA-18049,2012-12-06,5.36
TA-11380,2011-08-01,5.36
TA-10173,2011-08-01,5.36
TA-02133,2006-06-02,5.35
TA-04015,2014-08-08,5.35
TA-02132,2006-06-02,5.35
TA-04015,2013-09-10,5.35
TA-08613,2013-08-05,5.35
TA-19788,2007-02-20,5.34
TA-19697,2005-07-01,5.34
TA-17831,2014-03-30,5.34
TA-13847,2013-09-10,5.33
TA-08873,2013-09-10,5.33
TA-09170,2013-08-05,5.33
TA-06045,2013-01-16,5.33
TA-11403,2007-01-08,5.33
TA-16804,2013-02-04,5.33
TA-17890,2013-03-08,5.33
TA-11404,2007-01-08,5.33
TA-16921,2012-09-12,5.32
TA-16931,2012-09-12,5.32
TA-18543,2013-04-23,5.32
TA-11740,2011-05-01,5.32
TA-00376,2009-06-03,5.31
TA-04810,2014-02-13,5.31
TA-04819,2014-02-13,5.31
TA-19558,2008-07-22,5.31
TA-16831,2012-03-01,5.31
TA-03208,1998-09-29,5.31
TA-16976,2012-09-12,5.3
TA-00316,2013-01-16,5.3
TA-18318,2013-01-16,5.3
TA-04091,2010-10-01,5.3
TA-04091,2011-01-11,5.3
TA-12154,2010-01-01,5.29
TA-18369,2013-04-03,5.29
TA-20086,2014-02-12,5.29
TA-20085,2014-02-12,5.29
TA-02716,1999-04-01,5.29
TA-17671,2013-06-24,5.29
TA-09317,2013-01-16,5.29
TA-04814,2014-02-28,5.28
TA-07391,2013-01-17,5.28
TA-16289,2013-04-03,5.28
TA-11519,2007-10-30,5.27
TA-13871,2013-09-10,5.27
TA-17408,2012-10-23,5.27
TA-10615,2006-09-16,5.27
TA-18421,2013-06-13,5.26
TA-10348,2007-02-24,5.26
TA-07390,2013-01-17,5.26
TA-03463,1999-12-13,5.26
TA-15019,2011-09-29,5.26
TA-13363,2011-08-01,5.26
TA-11059,2013-01-16,5.25
TA-12456,2011-05-01,5.25
TA-18469,2013-04-03,5.24
TA-18471,2013-04-03,5.24
TA-06904,2013-01-16,5.24
TA-02089,1997-08-12,5.24
TA-14762,2013-09-10,5.24
TA-19547,2013-03-27,5.23
TA-16986,2012-12-21,5.23
TA-02942,2011-05-01,5.22
TA-19646,2005-05-09,5.22
TA-11880,2012-01-12,5.22
TA-02704,2009-05-18,5.21
TA-17829,2014-03-30,5.21
TA-11329,2010-12-07,5.21
TA-11795,2009-10-01,5.21
TA-08057,2013-08-05,5.21
TA-19755,2013-09-23,5.21
TA-18799,2013-01-16,5.2
TA-12635,2008-07-23,5.2
TA-04779,1988-12-01,5.2
TA-16491,2012-03-09,5.19
TA-19604,1999-06-01,5.19
TA-15594,2013-03-18,5.19
TA-09423,2013-08-05,5.18
TA-14176,2013-08-05,5.18
TA-19745,2010-10-11,5.18
TA-09235,2011-05-01,5.18
TA-07748,2008-01-14,5.18
TA-13169,2012-06-01,5.18
TA-07299,2013-09-10,5.17
TA-11168,2009-09-28,5.17
TA-12143,2013-09-10,5.17
TA-13168,2012-06-01,5.17
TA-16973,2012-09-12,5.17
TA-18113,2013-10-15,5.17
TA-16490,2012-03-09,5.16
TA-01494,1996-01-23,5.16
TA-15149,2011-09-01,5.16
TA-15244,2011-09-12,5.16
TA-15150,2010-09-13,5.15
TA-13043,2010-10-08,5.15
TA-05987,2011-11-09,5.15
TA-00422,2014-02-04,5.14
TA-00421,2014-02-04,5.14
TA-00420,2014-02-04,5.14
TA-12523,2008-04-21,5.14
TA-08904,2011-05-01,5.14
TA-10357,2011-05-01,5.13
TA-08177,2012-03-15,5.13
TA-16228,2013-06-27,5.13
TA-13833,2010-01-12,5.13
TA-16360,2011-09-21,5.13
TA-12320,2009-10-01,5.13
TA-13146,2009-06-01,5.12
TA-13040,2014-09-01,5.12
TA-02701,2013-01-16,5.12
TA-19474,2008-04-21,5.12
TA-19474,2001-12-13,5.12
TA-18081,2013-03-12,5.12
TA-10372,2011-05-01,5.11
TA-01605,2011-08-01,5.11
TA-16290,2013-05-17,5.1
TA-18984,2014-06-05,5.09
TA-19335,2005-02-09,5.09
TA-16991,2012-09-12,5.08
TA-08132,2013-01-17,5.07
TA-13154,2013-08-21,5.07
TA-08132,2013-02-06,5.07
TA-21195,2013-08-05,5.07
TA-04791,2011-06-01,5.06
TA-04815,2014-02-13,5.06
TA-06133,2014-04-25,5.06
TA-16492,2012-03-09,5.05
TA-14711,2013-08-05,5.05
TA-16119,2012-04-10,5.04
TA-16120,2012-04-10,5.04
TA-01000,1995-10-26,5.04
TA-13686,2011-05-01,5.04
TA-15693,2013-08-01,5.04
TA-04927,2001-03-05,5.03
TA-01609,2000-12-21,5.02
TA-12933,2012-10-15,5.02
TA-00374,2014-07-12,5.02
TA-09896,2006-09-07,5.02
TA-03593,2009-04-06,5.02
TA-10178,2006-12-20,5.02
TA-06815,2014-01-28,5.02
TA-16971,2012-09-12,5.01
TA-12457,2013-02-12,5.01
TA-11445,2009-09-28,5.01
TA-02550,2014-08-11,5.0
TA-14382,2010-01-21,5.0
TA-15555,2012-03-15,5.0
TA-13937,2013-08-05,5.0
TA-06482,2008-10-13,5.0
TA-12332,2013-08-05,4.99
TA-07233,2005-11-01,4.99
TA-11238,2008-07-30,4.99
TA-07538,2004-01-29,4.99
TA-06138,2011-05-01,4.98
TA-16922,2012-09-12,4.98
TA-11010,2008-05-12,4.97
TA-01582,1996-01-10,4.97
TA-01495,1996-01-23,4.97
TA-16932,2012-09-12,4.96
TA-05770,2012-03-15,4.96
TA-13374,2011-08-01,4.95
TA-16067,2013-04-08,4.95
TA-06743,2011-05-01,4.94
TA-08625,2010-10-01,4.94
TA-08625,2010-12-13,4.94
TA-18016,2014-02-11,4.94
TA-19454,2008-01-01,4.93
TA-12393,2008-06-01,4.93
TA-15607,2013-03-08,4.93
TA-12326,2008-01-28,4.92
TA-13375,2011-08-01,4.92
TA-04493,2006-01-22,4.92
TA-16739,2013-04-05,4.92
TA-15020,2010-08-30,4.91
TA-16738,2012-03-02,4.91
TA-08178,2012-03-15,4.9
TA-20075,2010-05-26,4.9
TA-11980,2008-03-06,4.9
TA-13318,2013-08-05,4.9
TA-19680,2013-01-16,4.89
TA-10090,2013-08-05,4.89
TA-08877,2013-09-10,4.89
TA-00424,2014-02-04,4.89
TA-00425,2014-02-04,4.89
TA-18157,2012-11-08,4.89
TA-16023,2013-07-22,4.88
TA-11969,2007-10-03,4.87
TA-18420,2013-06-12,4.87
TA-17413,2012-06-20,4.87
TA-08599,2008-09-15,4.87
TA-04211,2012-01-20,4.86
TA-11126,2009-07-01,4.86
TA-19909,2008-06-01,4.86
TA-15125,2013-03-19,4.85
TA-12547,2013-08-05,4.85
TA-11961,2011-08-01,4.85
TA-16400,2014-01-16,4.85
TA-16962,2012-09-12,4.84
TA-16774,2011-11-21,4.84
TA-04230,2010-01-04,4.84
TA-10142,2006-09-07,4.84
TA-10143,2006-09-07,4.84
TA-00034,1993-02-02,4.83
TA-05125,2013-02-15,4.83
TA-19551,2011-08-01,4.82
TA-00534,2011-08-01,4.82
TA-18614,2013-06-03,4.82
TA-19760,2011-06-16,4.82
TA-07388,2010-01-01,4.82
TA-20130,2013-01-16,4.81
TA-18324,2013-04-25,4.81
TA-18771,1992-08-01,4.81
TA-09875,2006-08-15,4.81
TA-18731,2005-06-17,4.8
TA-19691,2009-04-01,4.8
TA-16813,2013-06-07,4.8
TA-08139,2007-03-29,4.8
TA-16256,2011-10-25,4.8
TA-00068,2002-08-19,4.79
TA-04772,2013-03-27,4.79
TA-16071,2013-04-08,4.79
TA-08834,2006-08-24,4.78
TA-06133,2014-05-29,4.78
TA-12715,2012-07-26,4.78
TA-09114,2011-08-01,4.78
TA-14905,2011-02-01,4.78
TA-16559,2012-03-12,4.78
TA-14763,2013-08-05,4.76
TA-16794,2012-09-18,4.76
TA-03165,2007-01-24,4.76
TA-16731,2011-10-25,4.76
TA-11577,2007-01-30,4.75
TA-16833,2012-03-01,4.75
TA-06715,2010-01-01,4.75
TA-12658,2013-08-01,4.75
TA-13529,2009-03-26,4.75
TA-16407,2011-11-01,4.75
TA-08282,2012-05-01,4.74
TA-08282,2013-12-18,4.74
TA-05056,2013-09-10,4.74
TA-16262,2013-07-22,4.74
TA-07591,2006-08-01,4.74
TA-12396,2009-05-19,4.74
TA-05769,2013-07-01,4.74
TA-13911,2013-08-05,4.73
TA-17444,2013-02-12,4.73
TA-02175,2013-02-07,4.73
TA-04759,2013-09-17,4.72
TA-04869,2014-02-07,4.72
TA-13229,2008-10-23,4.72
TA-14895,2011-09-01,4.71
TA-01012,2007-07-19,4.71
TA-14068,2011-02-01,4.71
TA-02242,1997-05-01,4.71
TA-15860,2013-04-24,4.7
TA-07467,2005-05-10,4.7
TA-14606,2013-06-11,4.7
TA-01227,2013-01-16,4.69
TA-04203,2011-04-04,4.69
TA-17694,2013-03-11,4.68
TA-06729,2011-08-01,4.68
TA-11209,2013-09-10,4.68
TA-17693,2013-03-11,4.68
TA-18489,2014-08-01,4.68
TA-16964,2012-09-12,4.67
TA-10219,2006-05-23,4.67
TA-17015,2012-09-12,4.67
TA-02259,1997-05-01,4.66
TA-01639,1996-01-23,4.66
TA-13352,2013-08-21,4.66
TA-18556,2013-06-03,4.66
TA-15774,2011-08-08,4.66
TA-18463,2014-01-06,4.65
TA-14317,2013-08-01,4.65
TA-11118,2013-10-21,4.65
TA-15692,2014-08-01,4.65
TA-15508,2013-02-27,4.65
TA-16896,2013-03-13,4.65
TA-04515,2013-10-23,4.64
TA-14652,2011-06-29,4.64
TA-19291,2013-01-16,4.63
TA-13720,2013-02-04,4.63
TA-12148,2013-08-05,4.63
TA-19855,2008-06-01,4.62
TA-19673,2013-01-16,4.62
TA-07290,2013-08-23,4.62
TA-05074,2010-04-01,4.62
TA-11578,2007-03-06,4.62
TA-08415,2014-07-11,4.61
TA-10192,2011-08-01,4.61
TA-13190,2008-07-29,4.61
TA-21171,2008-11-25,4.61
TA-14648,2010-11-18,4.6
TA-13765,2011-05-01,4.59
TA-14122,2010-06-01,4.59
TA-10359,2007-01-01,4.58
TA-16099,2012-12-06,4.58
TA-12724,2011-05-01,4.58
TA-00207,2011-06-01,4.58
TA-18182,2013-02-15,4.58
TA-15593,2013-02-15,4.58
TA-13180,2008-10-10,4.57
TA-19284,2005-04-25,4.57
TA-09400,2013-08-05,4.57
TA-14927,2013-09-10,4.56
TA-14643,2013-11-11,4.56
TA-17647,2013-01-15,4.56
TA-11586,2013-01-16,4.56
TA-00518,2013-08-05,4.56
TA-05305,2011-05-31,4.55
TA-01290,2005-05-09,4.55
TA-04602,2013-01-16,4.55
TA-13906,2014-02-12,4.54
TA-13324,2013-08-05,4.54
TA-04787,2014-02-13,4.54
TA-13201,2011-05-01,4.54
TA-00426,2014-02-04,4.54
TA-00429,2014-02-04,4.54
TA-07275,2011-08-01,4.54
TA-09412,2013-09-10,4.54
TA-13940,2011-05-01,4.53
TA-15165,2013-08-05,4.53
TA-03104,2011-05-01,4.53
TA-13790,2013-08-05,4.53
TA-07288,2013-08-05,4.52
TA-18449,2013-06-25,4.52
TA-08702,2011-05-01,4.52
TA-14054,2009-07-07,4.51
TA-11664,2013-02-06,4.51
TA-09054,2011-06-08,4.51
TA-09640,2013-09-10,4.51
TA-01933,2005-06-20,4.5
TA-09780,2009-10-01,4.5
TA-17006,2012-09-12,4.5
TA-19647,2013-01-16,4.49
TA-01969,2011-08-01,4.49
TA-13595,2009-05-15,4.49
TA-00965,2011-08-01,4.49
TA-02293,2013-07-31,4.48
TA-09810,2006-03-27,4.48
TA-14613,2011-05-01,4.48
TA-08362,2011-05-01,4.48
TA-16945,2012-09-12,4.48
TA-09132,2007-02-08,4.48
TA-14000,2011-05-01,4.47
TA-19589,2010-03-30,4.47
TA-14319,2013-09-10,4.46
TA-14851,2013-02-11,4.46
TA-11241,2009-10-01,4.46
TA-07544,2008-02-01,4.45
TA-13198,2011-01-01,4.44
TA-05576,2002-08-30,4.43
TA-14318,2013-08-05,4.43
TA-21089,2014-02-12,4.42
TA-02563,2011-08-01,4.42
TA-16613,2012-11-05,4.42
TA-12662,2013-08-01,4.42
TA-18778,2012-05-07,4.42
TA-18350,2013-10-03,4.42
TA-07696,2006-03-01,4.42
TA-14154,2010-01-01,4.42
TA-02672,2011-05-01,4.42
TA-15414,2011-12-14,4.41
TA-17695,2013-03-11,4.41
TA-14503,2011-09-02,4.41
TA-01109,2013-01-16,4.41
TA-02565,2013-01-16,4.4
TA-14480,2010-06-01,4.4
TA-19908,2012-03-13,4.39
TA-12033,2013-01-16,4.39
TA-12395,2008-06-01,4.39
TA-12131,2013-08-05,4.39
TA-10353,2009-08-01,4.38
TA-16260,2012-12-03,4.38
TA-15389,2013-03-08,4.38
TA-09646,2013-08-05,4.38
TA-06553,2006-08-11,4.38
TA-17974,2013-05-03,4.38
TA-00903,2011-06-01,4.38
TA-12149,2007-10-03,4.37
TA-07489,2006-01-23,4.37
TA-09908,2006-07-26,4.37
TA-09242,2011-05-01,4.37
TA-13712,2013-08-01,4.37
TA-13715,2013-08-01,4.37
TA-20365,2013-08-05,4.36
TA-21090,2014-02-12,4.36
TA-14818,2010-06-01,4.36
TA-05261,2013-01-16,4.36
TA-07468,2005-05-10,4.35
TA-19017,2011-06-01,4.35
TA-11808,2014-05-16,4.35
TA-03707,2001-07-01,4.35
TA-16374,2014-01-13,4.35
TA-08810,2008-12-01,4.35
TA-01979,2008-04-15,4.34
TA-19007,2004-03-01,4.34
TA-08811,2008-12-01,4.34
TA-09822,2013-08-05,4.34
TA-18793,2013-01-16,4.34
TA-15391,2013-03-08,4.33
TA-18203,2012-12-12,4.33
TA-12070,2008-12-01,4.33
TA-13822,2011-05-01,4.33
TA-11549,2011-08-01,4.33
TA-02570,2011-08-01,4.32
TA-11456,2009-10-01,4.32
TA-12415,2008-03-28,4.31
TA-09849,2008-08-01,4.31
TA-01473,2013-05-01,4.31
TA-19606,2011-06-01,4.31
TA-14489,2010-06-01,4.3
TA-07030,2011-05-01,4.3
TA-02878,2013-01-16,4.3
TA-05436,2013-08-05,4.29
TA-12874,2008-06-16,4.28
TA-13151,2009-06-01,4.28
TA-09424,2013-08-05,4.28
TA-06538,2013-01-16,4.28
TA-11239,2009-10-01,4.28
TA-13191,2009-06-01,4.28
TA-18048,2012-12-06,4.28
TA-19042,1996-03-15,4.28
TA-11548,2014-05-12,4.28
TA-04925,2011-05-01,4.28
TA-00199,2012-08-10,4.27
TA-19533,2013-09-05,4.27
TA-10261,2006-07-17,4.27
TA-03612,2013-08-05,4.26
TA-18031,2014-08-01,4.26
TA-16751,2012-10-23,4.26
TA-01017,2014-08-11,4.26
TA-01730,2013-08-05,4.25
TA-08543,2006-03-03,4.25
TA-15456,2013-08-05,4.25
TA-14802,2010-05-28,4.25
TA-01977,2008-07-17,4.25
TA-18051,2012-12-26,4.25
TA-08763,2013-08-05,4.24
TA-20092,2013-09-05,4.24
TA-08059,2004-11-08,4.24
TA-18326,2013-07-22,4.22
TA-08702,2011-02-23,4.22
TA-12548,2011-09-28,4.22
TA-10379,2009-10-01,4.21
TA-14462,2014-07-28,4.21
TA-14903,2014-08-01,4.21
TA-16750,2012-10-23,4.2
TA-16646,2013-08-08,4.2
TA-10163,2013-08-05,4.2
TA-00533,2013-01-16,4.19
TA-05124,2014-01-17,4.18
TA-16035,2011-07-18,4.18
TA-15392,2013-03-08,4.18
TA-02226,2011-08-01,4.18
TA-15370,2010-09-20,4.18
TA-08544,2006-03-03,4.17
TA-18207,2013-05-07,4.17
TA-01710,1996-08-26,4.17
TA-16817,2012-03-15,4.17
TA-17371,2014-07-14,4.17
TA-13711,2013-08-01,4.16
TA-15590,2012-05-02,4.16
TA-12069,2008-12-01,4.16
TA-13716,2013-08-01,4.16
TA-19709,2003-05-01,4.16
TA-18765,2013-01-16,4.16
TA-03216,2005-05-09,4.16
TA-05202,2006-03-06,4.16
TA-08640,2013-08-05,4.16
TA-06667,2014-08-01,4.16
TA-11386,2013-07-18,4.16
TA-04337,2013-09-10,4.15
TA-18744,2011-06-01,4.15
TA-12321,2009-10-01,4.14
TA-12322,2009-10-01,4.14
TA-01077,2013-01-16,4.14
TA-12573,2011-05-01,4.14
TA-18316,2013-01-07,4.13
TA-16722,2013-06-26,4.13
TA-08464,2011-05-01,4.13
TA-13330,2010-05-19,4.13
TA-15148,2011-09-01,4.13
TA-14589,2013-02-13,4.12
TA-14488,2010-06-01,4.12
TA-13299,2009-01-09,4.12
TA-15944,2012-12-06,4.11
TA-07683,2013-11-15,4.11
TA-00446,1998-05-04,4.11
TA-04768,2002-04-08,4.1
TA-14224,2013-09-10,4.1
TA-14212,2013-08-05,4.1
TA-11065,2013-09-05,4.1
TA-14210,2013-08-05,4.1
TA-03659,2011-06-01,4.1
TA-16410,2013-08-01,4.1
TA-14732,2013-09-10,4.1
TA-19865,2011-08-01,4.1
TA-08905,2011-05-01,4.09
TA-18388,2013-06-12,4.09
TA-19553,2011-05-01,4.09
TA-14399,2014-02-14,4.08
TA-15387,2013-03-08,4.08
TA-09869,2013-02-04,4.08
TA-14052,2009-07-07,4.06
TA-03621,1999-05-13,4.06
TA-00963,1998-04-06,4.06
TA-16439,2013-02-27,4.06
TA-17973,2013-05-03,4.06
TA-18505,2013-04-12,4.06
TA-06944,2010-01-06,4.06
TA-15430,2010-12-06,4.05
TA-18387,2013-06-12,4.05
TA-19515,1997-10-20,4.05
TA-14432,2011-08-01,4.05
TA-12200,2011-08-03,4.05
TA-14183,2012-03-15,4.05
TA-12239,2013-08-05,4.05
TA-16819,2012-03-15,4.04
TA-15443,2013-05-01,4.03
TA-10600,2013-09-10,4.03
TA-14019,2013-08-05,4.02
TA-14904,2011-02-01,4.02
TA-18503,2013-04-12,4.01
TA-03881,2002-07-29,4.01
TA-14410,2013-01-16,4.0
TA-15242,2011-05-19,4.0
TA-10759,2011-10-20,4.0
TA-17261,2012-05-07,4.0
TA-18192,2013-02-08,4.0
TA-05941,2014-08-01,4.0
TA-11956,2013-02-15,4.0
TA-09934,2013-09-10,4.0
TA-05898,2008-08-01,4.0
TA-19016,1995-06-09,4.0
TA-05558,2008-09-15,3.99
TA-08276,2011-05-01,3.99
TA-06666,2014-08-01,3.99
TA-19601,2005-04-25,3.98
TA-20113,2014-02-12,3.98
TA-13995,2011-02-01,3.98
TA-07682,2013-08-07,3.97
TA-03576,1999-08-26,3.97
TA-12260,2009-01-28,3.97
TA-21092,2014-02-12,3.97
TA-12539,2011-05-01,3.97
TA-14182,2012-03-15,3.97
TA-12481,2013-08-21,3.96
TA-04918,2011-08-01,3.96
TA-04917,2011-08-01,3.96
TA-07380,2007-10-01,3.96
TA-19281,2009-07-16,3.96
TA-19055,1997-05-08,3.95
TA-03955,2000-05-12,3.95
TA-13910,2013-08-05,3.94
TA-18504,2013-04-12,3.94
TA-07258,2011-05-01,3.94
TA-02431,2013-08-05,3.94
TA-07161,2013-02-06,3.94
TA-15492,2013-04-05,3.93
TA-01731,2013-08-05,3.93
TA-16799,2013-08-01,3.93
TA-14525,2013-08-28,3.92
TA-14597,2013-09-10,3.92
TA-19684,2013-09-17,3.92
TA-18507,2013-04-12,3.92
TA-15461,2013-08-05,3.92
TA-04727,2014-02-13,3.92
TA-10239,2013-08-21,3.92
TA-05940,2013-08-01,3.92
TA-14056,2012-08-10,3.91
TA-18613,2013-05-03,3.91
TA-08462,2011-05-01,3.91
TA-08227,2005-01-27,3.91
TA-19666,2005-07-13,3.9
TA-08701,2010-10-06,3.9
TA-08701,2009-07-01,3.9
TA-14494,2013-02-13,3.9
TA-12216,2011-05-01,3.9
TA-11008,2012-01-04,3.9
TA-09864,2013-02-04,3.9
TA-18787,2013-01-16,3.89
TA-16820,2012-03-15,3.89
TA-15211,2013-05-01,3.89
TA-19574,2005-11-04,3.89
TA-17331,2013-01-07,3.88
TA-03204,1999-11-18,3.88
TA-11411,2007-12-14,3.87
TA-01236,2013-08-05,3.86
TA-16537,2013-08-22,3.86
TA-07178,2012-03-14,3.86
TA-18746,2010-06-24,3.86
TA-11820,2013-08-05,3.86
TA-18302,2013-06-12,3.85
TA-15264,2010-12-14,3.85
TA-13568,2011-05-01,3.85
TA-11809,2013-08-05,3.84
TA-19004,1997-10-20,3.83
TA-01023,1999-05-23,3.83
TA-18468,2013-04-05,3.83
TA-18865,2013-01-16,3.83
TA-08298,2011-07-27,3.83
TA-00448,2011-06-01,3.83
TA-11576,2009-10-01,3.82
TA-20083,2011-08-01,3.82
TA-11818,2013-01-16,3.82
TA-11179,2007-02-03,3.82
TA-09040,2009-08-31,3.82
TA-09394,2013-09-10,3.81
TA-06462,2003-11-03,3.81
TA-13172,2011-07-27,3.8
TA-05219,2013-08-05,3.8
TA-19883,2005-07-13,3.8
TA-09381,2011-08-01,3.79
TA-10189,2006-06-21,3.79
TA-09995,2008-12-01,3.79
TA-13231,2010-06-01,3.79
TA-02104,2006-04-15,3.79
TA-16515,2012-07-09,3.79
TA-01367,2013-08-05,3.79
TA-00674,2005-05-09,3.78
TA-04730,2011-06-01,3.78
TA-10616,2013-08-05,3.78
TA-12334,2013-09-10,3.77
TA-12642,2011-05-01,3.77
TA-18596,2013-06-12,3.77
TA-08808,2008-12-01,3.76
TA-16818,2012-03-15,3.76
TA-07255,2013-08-05,3.76
TA-17441,2013-08-28,3.76
TA-14115,2011-05-01,3.75
TA-18990,2013-10-14,3.75
TA-03066,2013-01-16,3.75
TA-03903,2011-05-01,3.75
TA-17183,2013-09-24,3.74
