tube_assembly_id,supplier,cost
TA-19226,S-0066,5.95
TA-20023,S-0066,5.95
TA-19158,S-0066,5.95
TA-21190,S-0041,5.95
TA-11009,S-0066,5.94
TA-06143,S-0013,5.94
TA-10789,S-0066,5.94
TA-19959,S-0066,5.94
TA-19933,S-0072,5.93
TA-02836,S-0066,5.93
TA-21036,S-0066,5.93
TA-18726,S-0066,5.93
TA-09404,S-0066,5.93
TA-10952,S-0066,5.93
TA-10794,S-0066,5.93
TA-21183,S-0066,5.93
TA-00418,S-0030,5.93
TA-04828,S-0066,5.92
TA-19224,S-0066,5.92
TA-18988,S-0066,5.92
TA-19415,S-0066,5.92
TA-11539,S-0072,5.92
TA-01670,S-0066,5.92
TA-00324,S-0072,5.91
TA-04738,S-0066,5.91
TA-16592,S-0041,5.91
TA-19758,S-0072,5.91
TA-07353,S-0072,5.91
TA-18881,S-0066,5.91
TA-02487,S-0072,5.91
TA-12558,S-0054,5.91
TA-20157,S-0066,5.9
TA-00400,S-0072,5.9
TA-18373,S-0013,5.9
TA-00398,S-0072,5.9
TA-12721,S-0066,5.9
TA-18376,S-0013,5.9
TA-02718,S-0066,5.9
TA-17773,S-0066,5.9
TA-10396,S-0058,5.9
TA-12737,S-0013,5.9
TA-12738,S-0013,5.9
TA-00771,S-0054,5.89
TA-16671,S-0026,5.89
TA-06481,S-0013,5.89
TA-18038,S-0066,5.89
TA-02279,S-0041,5.89
TA-05397,S-0072,5.89
TA-08330,S-0064,5.89
TA-15730,S-0013,5.89
TA-20692,S-0066,5.89
TA-18848,S-0064,5.88
TA-08087,S-0062,5.88
TA-10393,S-0041,5.88
TA-21175,S-0064,5.88
TA-16569,S-0041,5.88
TA-19202,S-0030,5.88
TA-20239,S-0066,5.88
TA-15496,S-0013,5.88
TA-07661,S-0054,5.87
TA-18749,S-0072,5.87
TA-05102,S-0072,5.87
TA-15519,S-0041,5.87
TA-13085,S-0066,5.87
TA-16957,S-0104,5.87
TA-20415,S-0072,5.86
TA-12072,S-0058,5.86
TA-12721,S-0054,5.86
TA-19065,S-0066,5.85
TA-08627,S-0066,5.85
TA-08627,S-0014,5.85
TA-19107,S-0066,5.85
TA-19030,S-0072,5.85
TA-17562,S-0066,5.85
TA-21056,S-0066,5.85
TA-00417,S-0072,5.85
TA-19400,S-0066,5.84
TA-07678,S-0058,5.84
TA-18732,S-0066,5.84
TA-05987,S-0072,5.84
TA-03577,S-0072,5.84
TA-12241,S-0041,5.84
TA-09290,S-0041,5.84
TA-19451,S-0066,5.84
TA-09964,S-0041,5.83
TA-08802,S-0072,5.83
TA-11058,S-0072,5.83
TA-08168,S-0041,5.83
TA-08048,S-0081,5.83
TA-06420,S-0072,5.82
TA-19870,S-0072,5.82
TA-14228,S-0013,5.82
TA-06991,S-0066,5.82
TA-02250,S-0066,5.82
TA-11264,S-0013,5.81
TA-20284,S-0066,5.81
TA-16950,S-0104,5.81
TA-20992,S-0066,5.81
TA-16948,S-0104,5.81
TA-02619,S-0072,5.81
TA-04785,S-0066,5.81
TA-06463,S-0072,5.81
TA-18786,S-0066,5.8
TA-17236,S-0072,5.8
TA-02705,S-0072,5.8
TA-18947,S-0066,5.8
TA-10030,S-0041,5.8
TA-05660,S-0066,5.8
TA-16623,S-0026,5.8
TA-04357,S-0030,5.8
TA-02924,S-0012,5.79
TA-03706,S-0072,5.79
TA-00349,S-0066,5.79
TA-08123,S-0072,5.78
TA-13996,S-0041,5.78
TA-12176,S-0072,5.78
TA-11313,S-0072,5.77
TA-09774,S-0058,5.77
TA-17028,S-0104,5.77
TA-14621,S-0054,5.76
TA-21085,S-0066,5.76
TA-13482,S-0041,5.76
TA-14911,S-0072,5.76
TA-04939,S-0072,5.76
TA-10146,S-0041,5.76
TA-00462,S-0066,5.76
TA-13478,S-0041,5.76
TA-00688,S-0066,5.75
TA-16429,S-0013,5.75
TA-13800,S-0013,5.75
TA-08944,S-0072,5.75
TA-20576,S-0066,5.75
TA-12430,S-0041,5.75
TA-10658,S-0041,5.74
TA-17000,S-0041,5.74
TA-05057,S-0041,5.74
TA-13025,S-0041,5.74
TA-11646,S-0041,5.74
TA-17982,S-0013,5.74
TA-08331,S-0013,5.74
TA-17987,S-0013,5.74
TA-17986,S-0013,5.74
TA-06495,S-0072,5.74
TA-10236,S-0058,5.73
TA-02207,S-0072,5.73
TA-18807,S-0062,5.73
TA-14376,S-0072,5.73
TA-18009,S-0026,5.72
TA-12330,S-0041,5.72
TA-19893,S-0072,5.72
TA-20246,S-0066,5.72
TA-11306,S-0072,5.72
TA-09848,S-0041,5.72
TA-18445,S-0041,5.71
TA-13463,S-0054,5.71
TA-17023,S-0104,5.71
TA-08894,S-0041,5.71
TA-13740,S-0054,5.7
TA-13030,S-0041,5.7
TA-01490,S-0072,5.69
TA-03311,S-0072,5.69
TA-05128,S-0064,5.69
TA-18085,S-0013,5.69
TA-17683,S-0041,5.68
TA-09055,S-0072,5.68
TA-14198,S-0041,5.68
TA-12142,S-0041,5.68
TA-04637,S-0054,5.67
TA-18502,S-0013,5.67
TA-11178,S-0072,5.66
TA-17200,S-0072,5.66
TA-09831,S-0072,5.66
TA-08872,S-0041,5.65
TA-19753,S-0066,5.65
TA-03570,S-0072,5.65
TA-08141,S-0026,5.65
TA-03166,S-0072,5.65
TA-02852,S-0013,5.65
TA-02306,S-0072,5.64
TA-09163,S-0066,5.64
TA-19620,S-0062,5.63
TA-06240,S-0072,5.63
TA-02307,S-0072,5.63
TA-01663,S-0066,5.63
TA-02202,S-0062,5.63
TA-11613,S-0072,5.62
TA-04487,S-0066,5.62
TA-16675,S-0026,5.62
TA-16975,S-0104,5.61
TA-16970,S-0104,5.61
TA-15314,S-0041,5.61
TA-16918,S-0041,5.6
TA-12898,S-0013,5.6
TA-12276,S-0013,5.6
TA-19907,S-0072,5.6
TA-00394,S-0066,5.6
TA-14912,S-0072,5.59
TA-19324,S-0064,5.59
TA-16968,S-0104,5.59
TA-02341,S-0026,5.59
TA-13702,S-0013,5.59
TA-03304,S-0041,5.58
TA-16963,S-0104,5.58
TA-15764,S-0054,5.57
TA-04400,S-0041,5.57
TA-06231,S-0072,5.57
TA-01293,S-0072,5.57
TA-18470,S-0013,5.57
TA-04977,S-0072,5.57
TA-13651,S-0013,5.57
TA-14312,S-0013,5.57
TA-03151,S-0072,5.56
TA-21102,S-0064,5.56
TA-02240,S-0072,5.55
TA-13547,S-0013,5.55
TA-11857,S-0058,5.55
TA-17876,S-0072,5.55
TA-18879,S-0072,5.55
TA-11626,S-0066,5.55
TA-08157,S-0066,5.54
TA-12130,S-0041,5.54
TA-16888,S-0041,5.54
TA-01396,S-0072,5.53
TA-16927,S-0104,5.53
TA-07828,S-0058,5.53
TA-17001,S-0104,5.53
TA-17401,S-0041,5.53
TA-05945,S-0041,5.53
TA-17889,S-0041,5.52
TA-00615,S-0026,5.52
TA-12742,S-0031,5.52
TA-17004,S-0104,5.52
TA-17005,S-0104,5.51
TA-02663,S-0026,5.51
TA-02700,S-0072,5.5
TA-14399,S-0054,5.5
TA-12110,S-0066,5.5
TA-03075,S-0066,5.5
TA-01968,S-0066,5.49
TA-18375,S-0013,5.49
TA-00487,S-0072,5.49
TA-02662,S-0026,5.49
TA-08215,S-0072,5.49
TA-10401,S-0072,5.48
TA-17445,S-0072,5.48
TA-16612,S-0013,5.48
TA-09263,S-0013,5.48
TA-09814,S-0013,5.48
TA-13503,S-0072,5.46
TA-17463,S-0072,5.46
TA-09670,S-0041,5.46
TA-00912,S-0066,5.45
TA-12223,S-0072,5.45
TA-19594,S-0072,5.45
TA-13537,S-0013,5.44
TA-00306,S-0064,5.44
TA-01022,S-0072,5.44
TA-13470,S-0072,5.43
TA-11460,S-0072,5.43
TA-09291,S-0041,5.43
TA-18559,S-0042,5.43
TA-13693,S-0013,5.43
TA-14612,S-0072,5.42
TA-11568,S-0013,5.42
TA-05338,S-0041,5.41
TA-18024,S-0041,5.41
TA-08595,S-0058,5.41
TA-07670,S-0058,5.41
TA-12723,S-0013,5.41
TA-10059,S-0072,5.41
TA-16919,S-0104,5.41
TA-00322,S-0066,5.4
TA-16935,S-0104,5.4
TA-16485,S-0013,5.4
TA-11296,S-0066,5.4
TA-16065,S-0041,5.4
TA-10257,S-0066,5.4
TA-00830,S-0072,5.39
TA-11348,S-0072,5.39
TA-18783,S-0062,5.39
TA-14400,S-0054,5.39
TA-03600,S-0072,5.39
TA-01108,S-0072,5.38
TA-13437,S-0041,5.38
TA-11919,S-0066,5.38
TA-16924,S-0104,5.38
TA-18374,S-0013,5.38
TA-19699,S-0072,5.37
TA-17024,S-0104,5.37
TA-10670,S-0041,5.37
TA-19657,S-0014,5.37
TA-11380,S-0066,5.36
TA-09167,S-0066,5.36
TA-18049,S-0013,5.36
TA-10173,S-0066,5.36
TA-02133,S-0064,5.35
TA-02132,S-0064,5.35
TA-04015,S-0041,5.35
TA-08613,S-0041,5.35
TA-10796,S-0066,5.34
TA-19697,S-0072,5.34
TA-17346,S-0072,5.34
TA-17831,S-0005,5.34
TA-13847,S-0041,5.33
TA-08873,S-0041,5.33
TA-17665,S-0041,5.33
TA-05129,S-0072,5.33
TA-09170,S-0041,5.33
TA-11403,S-0072,5.33
TA-11404,S-0072,5.33
TA-16804,S-0041,5.33
TA-17890,S-0041,5.33
TA-01279,S-0072,5.33
TA-18543,S-0026,5.32
TA-16921,S-0104,5.32
TA-16931,S-0104,5.32
TA-18116,S-0042,5.32
TA-11740,S-0013,5.32
TA-00376,S-0062,5.31
TA-04819,S-0030,5.31
TA-04810,S-0030,5.31
TA-19558,S-0030,5.31
TA-16831,S-0013,5.31
TA-03208,S-0072,5.31
TA-16976,S-0104,5.3
TA-18318,S-0041,5.3
TA-04091,S-0026,5.3
TA-18369,S-0013,5.29
TA-12154,S-0072,5.29
TA-16916,S-0041,5.29
TA-20085,S-0030,5.29
TA-20086,S-0030,5.29
TA-17671,S-0013,5.29
TA-02716,S-0062,5.29
TA-09317,S-0072,5.29
TA-04814,S-0030,5.28
TA-07391,S-0013,5.28
TA-18730,S-0072,5.28
TA-16289,S-0026,5.28
TA-11519,S-0072,5.27
TA-13871,S-0041,5.27
TA-17408,S-0013,5.27
TA-12523,S-0031,5.27
TA-10615,S-0072,5.27
TA-18421,S-0026,5.26
TA-16293,S-0054,5.26
TA-10348,S-0072,5.26
TA-03463,S-0072,5.26
TA-07390,S-0013,5.26
TA-13363,S-0066,5.26
TA-15019,S-0013,5.26
TA-19623,S-0072,5.25
TA-14209,S-0054,5.25
TA-11059,S-0072,5.25
TA-12456,S-0013,5.25
TA-06870,S-0041,5.25
TA-18469,S-0013,5.24
TA-06904,S-0072,5.24
TA-18471,S-0013,5.24
TA-02089,S-0072,5.24
TA-14762,S-0041,5.24
TA-19547,S-0041,5.23
TA-18114,S-0042,5.23
TA-16986,S-0041,5.23
TA-02942,S-0013,5.22
TA-19646,S-0062,5.22
TA-11880,S-0072,5.22
TA-17829,S-0005,5.21
TA-02704,S-0062,5.21
TA-11329,S-0072,5.21
TA-11795,S-0013,5.21
TA-08057,S-0041,5.21
TA-18799,S-0072,5.2
TA-04779,S-0072,5.2
TA-16491,S-0013,5.19
TA-19604,S-0062,5.19
TA-15594,S-0041,5.19
TA-09423,S-0041,5.18
TA-19745,S-0072,5.18
TA-14176,S-0041,5.18
TA-09235,S-0013,5.18
TA-07748,S-0072,5.18
TA-05224,S-0072,5.18
TA-13169,S-0041,5.18
TA-07299,S-0041,5.17
TA-12143,S-0041,5.17
TA-11168,S-0031,5.17
TA-02805,S-0072,5.17
TA-16973,S-0104,5.17
TA-13168,S-0041,5.17
TA-08361,S-0072,5.17
TA-16490,S-0013,5.16
TA-14165,S-0026,5.16
TA-01494,S-0072,5.16
TA-15149,S-0072,5.16
TA-15244,S-0041,5.16
TA-15150,S-0072,5.15
TA-14860,S-0054,5.15
TA-13043,S-0014,5.15
TA-00422,S-0030,5.14
TA-00421,S-0030,5.14
TA-00420,S-0030,5.14
TA-10662,S-0041,5.14
TA-08904,S-0013,5.14
TA-21064,S-0066,5.13
TA-16228,S-0042,5.13
TA-08177,S-0058,5.13
TA-10357,S-0013,5.13
TA-13833,S-0026,5.13
TA-12320,S-0013,5.13
TA-16360,S-0070,5.13
TA-13146,S-0072,5.12
TA-02701,S-0072,5.12
TA-19607,S-0072,5.12
TA-19433,S-0066,5.12
TA-19474,S-0081,5.12
TA-07369,S-0072,5.12
TA-18081,S-0013,5.12
TA-10372,S-0013,5.11
TA-04054,S-0072,5.11
TA-09079,S-0058,5.1
TA-16290,S-0026,5.1
TA-19335,S-0064,5.09
TA-19684,S-0072,5.09
TA-09311,S-0066,5.08
TA-16565,S-0041,5.08
TA-16991,S-0104,5.08
TA-19148,S-0066,5.08
TA-08132,S-0058,5.07
TA-13154,S-0041,5.07
TA-21195,S-0041,5.07
TA-04815,S-0030,5.06
TA-06378,S-0072,5.05
TA-09876,S-0041,5.05
TA-16492,S-0013,5.05
TA-14711,S-0041,5.05
TA-07650,S-0041,5.04
TA-16120,S-0013,5.04
TA-16119,S-0013,5.04
TA-01000,S-0066,5.04
TA-17666,S-0041,5.04
TA-15693,S-0041,5.04
TA-13686,S-0013,5.04
TA-04927,S-0072,5.03
TA-00374,S-0062,5.02
TA-09896,S-0072,5.02
TA-03593,S-0072,5.02
TA-10178,S-0072,5.02
TA-02853,S-0014,5.02
TA-16971,S-0104,5.01
TA-11445,S-0031,5.01
TA-12457,S-0066,5.01
TA-08661,S-0066,5.01
TA-01892,S-0054,5.01
TA-02550,S-0066,5.0
TA-20558,S-0066,5.0
TA-14382,S-0013,5.0
TA-13937,S-0041,5.0
TA-15555,S-0058,5.0
TA-06482,S-0072,5.0
TA-12332,S-0041,4.99
TA-07233,S-0058,4.99
TA-06138,S-0013,4.98
TA-16922,S-0104,4.98
TA-11010,S-0064,4.97
TA-01495,S-0072,4.97
TA-01582,S-0072,4.97
TA-16932,S-0104,4.96
TA-05770,S-0058,4.96
TA-13374,S-0066,4.95
TA-16067,S-0041,4.95
TA-05202,S-0072,4.95
TA-06743,S-0013,4.94
TA-18016,S-0041,4.94
TA-08625,S-0026,4.94
TA-19454,S-0062,4.93
TA-12393,S-0013,4.93
TA-15607,S-0013,4.93
TA-06133,S-0014,4.92
TA-12326,S-0072,4.92
TA-06739,S-0072,4.92
TA-13375,S-0066,4.92
TA-04493,S-0062,4.92
TA-16739,S-0013,4.92
TA-16738,S-0013,4.91
TA-15020,S-0013,4.91
TA-08178,S-0058,4.9
TA-20557,S-0066,4.9
TA-20075,S-0072,4.9
TA-15355,S-0072,4.9
TA-11980,S-0072,4.9
TA-13318,S-0041,4.9
TA-10090,S-0041,4.89
TA-08877,S-0041,4.89
TA-10684,S-0041,4.89
TA-00425,S-0030,4.89
TA-00424,S-0030,4.89
TA-18157,S-0013,4.89
TA-16023,S-0026,4.88
TA-11969,S-0072,4.87
TA-18420,S-0026,4.87
TA-17413,S-0072,4.87
TA-20621,S-0066,4.87
TA-08599,S-0070,4.87
TA-04211,S-0072,4.86
TA-11126,S-0081,4.86
TA-19909,S-0064,4.86
TA-15125,S-0070,4.85
TA-11961,S-0066,4.85
TA-12547,S-0041,4.85
TA-16400,S-0013,4.85
TA-05400,S-0072,4.84
TA-16962,S-0104,4.84
TA-00821,S-0072,4.84
TA-16774,S-0013,4.84
TA-04230,S-0072,4.84
TA-10143,S-0072,4.84
TA-10142,S-0072,4.84
TA-00534,S-0066,4.82
TA-19551,S-0066,4.82
TA-18614,S-0026,4.82
TA-15247,S-0054,4.82
TA-10679,S-0041,4.82
TA-07388,S-0013,4.82
TA-18324,S-0026,4.81
TA-20130,S-0072,4.81
TA-18771,S-0062,4.81
TA-18731,S-0072,4.8
TA-19691,S-0014,4.8
TA-16813,S-0013,4.8
TA-08139,S-0072,4.8
TA-11029,S-0072,4.8
TA-16256,S-0062,4.8
TA-00068,S-0026,4.79
TA-16071,S-0041,4.79
TA-04772,S-0041,4.79
TA-08834,S-0072,4.78
TA-12715,S-0081,4.78
TA-14905,S-0072,4.78
TA-09114,S-0066,4.78
TA-16559,S-0013,4.78
TA-14763,S-0041,4.76
TA-16794,S-0013,4.76
TA-03165,S-0072,4.76
TA-16731,S-0013,4.76
TA-10645,S-0041,4.76
TA-16833,S-0013,4.75
TA-11577,S-0072,4.75
TA-06044,S-0072,4.75
TA-12658,S-0041,4.75
TA-06715,S-0072,4.75
TA-00384,S-0064,4.75
TA-07354,S-0072,4.75
TA-16407,S-0064,4.75
TA-13529,S-0072,4.75
TA-08282,S-0031,4.74
TA-12396,S-0013,4.74
TA-05056,S-0041,4.74
TA-07591,S-0058,4.74
TA-16262,S-0026,4.74
TA-05769,S-0026,4.74
TA-13911,S-0041,4.73
TA-05722,S-0058,4.73
TA-02175,S-0066,4.73
TA-17444,S-0066,4.73
TA-09652,S-0072,4.72
TA-04759,S-0013,4.72
TA-06813,S-0072,4.72
TA-04869,S-0062,4.72
TA-13229,S-0026,4.72
TA-01012,S-0072,4.71
TA-14895,S-0041,4.71
TA-01811,S-0054,4.71
TA-14068,S-0072,4.71
TA-02242,S-0072,4.71
TA-03401,S-0072,4.71
TA-03608,S-0072,4.7
TA-15860,S-0041,4.7
TA-14606,S-0072,4.7
TA-02258,S-0081,4.7
TA-01227,S-0072,4.69
TA-04203,S-0062,4.69
TA-17694,S-0072,4.68
TA-18489,S-0041,4.68
TA-06729,S-0066,4.68
TA-11209,S-0041,4.68
TA-17693,S-0072,4.68
TA-19642,S-0072,4.68
TA-10219,S-0072,4.67
TA-16964,S-0104,4.67
TA-10187,S-0072,4.67
TA-17015,S-0104,4.67
TA-01639,S-0072,4.66
TA-02259,S-0072,4.66
TA-17682,S-0041,4.66
TA-18556,S-0072,4.66
TA-15774,S-0013,4.66
TA-13352,S-0041,4.66
TA-19605,S-0066,4.65
TA-11118,S-0072,4.65
TA-14317,S-0041,4.65
TA-18463,S-0013,4.65
TA-14622,S-0054,4.65
TA-15692,S-0041,4.65
TA-15508,S-0041,4.65
TA-16896,S-0041,4.65
TA-08506,S-0062,4.64
TA-04515,S-0062,4.64
TA-14652,S-0011,4.64
TA-19291,S-0072,4.63
TA-01970,S-0066,4.63
TA-13720,S-0041,4.63
TA-12148,S-0041,4.63
TA-19855,S-0064,4.62
TA-19673,S-0072,4.62
TA-15584,S-0072,4.62
TA-07290,S-0058,4.62
TA-05074,S-0026,4.62
TA-11578,S-0072,4.62
TA-10192,S-0066,4.61
TA-08415,S-0066,4.61
TA-13190,S-0070,4.61
TA-21171,S-0064,4.61
TA-07208,S-0072,4.6
TA-13765,S-0013,4.59
TA-14122,S-0072,4.59
TA-08508,S-0062,4.59
TA-10359,S-0026,4.58
TA-12724,S-0013,4.58
TA-16099,S-0013,4.58
TA-09845,S-0041,4.58
TA-18182,S-0013,4.58
TA-15593,S-0041,4.58
TA-09273,S-0058,4.57
TA-19284,S-0062,4.57
TA-13180,S-0062,4.57
TA-09400,S-0041,4.57
TA-14927,S-0041,4.56
TA-17647,S-0041,4.56
TA-14643,S-0041,4.56
TA-00518,S-0041,4.56
TA-11586,S-0072,4.56
TA-05305,S-0072,4.55
TA-11616,S-0072,4.55
TA-01290,S-0062,4.55
TA-04602,S-0072,4.55
TA-07886,S-0058,4.54
TA-13201,S-0013,4.54
TA-13324,S-0041,4.54
TA-04787,S-0030,4.54
TA-13906,S-0013,4.54
TA-07275,S-0066,4.54
TA-00426,S-0030,4.54
TA-00429,S-0030,4.54
TA-09412,S-0041,4.54
TA-13940,S-0013,4.53
TA-15165,S-0041,4.53
TA-03104,S-0013,4.53
TA-13790,S-0041,4.53
TA-07288,S-0041,4.52
TA-18449,S-0026,4.52
TA-14054,S-0072,4.51
TA-12731,S-0072,4.51
TA-11664,S-0070,4.51
TA-09054,S-0072,4.51
TA-09640,S-0041,4.51
TA-01933,S-0072,4.5
TA-09780,S-0013,4.5
TA-17006,S-0104,4.5
TA-01969,S-0066,4.49
TA-19647,S-0072,4.49
TA-13595,S-0013,4.49
TA-00965,S-0066,4.49
TA-02293,S-0026,4.48
TA-09810,S-0072,4.48
TA-08362,S-0013,4.48
TA-14613,S-0013,4.48
TA-16945,S-0104,4.48
TA-09132,S-0062,4.48
TA-00408,S-0072,4.48
TA-14000,S-0013,4.47
TA-19589,S-0072,4.47
TA-14319,S-0041,4.46
TA-14851,S-0013,4.46
TA-11241,S-0013,4.46
TA-07544,S-0023,4.45
TA-13198,S-0013,4.44
TA-05576,S-0072,4.43
TA-19645,S-0062,4.43
TA-14318,S-0041,4.43
TA-02532,S-0072,4.42
TA-21089,S-0030,4.42
TA-02563,S-0066,4.42
TA-12662,S-0041,4.42
TA-16613,S-0026,4.42
TA-07696,S-0026,4.42
TA-18778,S-0072,4.42
TA-18350,S-0042,4.42
TA-14154,S-0072,4.42
TA-02672,S-0013,4.42
TA-17695,S-0072,4.41
TA-14503,S-0013,4.41
TA-15414,S-0072,4.41
TA-01109,S-0072,4.41
TA-19295,S-0072,4.4
TA-07487,S-0058,4.4
TA-12033,S-0072,4.39
TA-12395,S-0013,4.39
TA-12131,S-0041,4.39
TA-10353,S-0041,4.38
TA-16260,S-0072,4.38
TA-09646,S-0041,4.38
TA-15389,S-0013,4.38
TA-17974,S-0041,4.38
TA-07489,S-0058,4.37
TA-12149,S-0064,4.37
TA-04219,S-0041,4.37
TA-09908,S-0072,4.37
TA-09242,S-0013,4.37
TA-08702,S-0013,4.37
TA-13715,S-0041,4.37
TA-13712,S-0041,4.37
TA-21090,S-0030,4.36
TA-20365,S-0041,4.36
TA-05261,S-0072,4.36
TA-19017,S-0072,4.35
TA-07887,S-0058,4.35
TA-03707,S-0072,4.35
TA-16374,S-0058,4.35
TA-08810,S-0058,4.35
TA-01979,S-0072,4.34
TA-08811,S-0058,4.34
TA-09822,S-0041,4.34
TA-18793,S-0072,4.34
TA-15391,S-0013,4.33
TA-12070,S-0058,4.33
TA-13822,S-0013,4.33
TA-18203,S-0072,4.33
TA-11549,S-0066,4.33
TA-06684,S-0041,4.32
TA-02570,S-0066,4.32
TA-11456,S-0013,4.32
TA-19007,S-0064,4.32
TA-09849,S-0041,4.31
TA-01473,S-0041,4.31
TA-10656,S-0041,4.31
TA-11068,S-0064,4.3
TA-07030,S-0013,4.3
TA-02878,S-0072,4.3
TA-05436,S-0041,4.29
TA-13151,S-0072,4.28
TA-09424,S-0041,4.28
TA-12874,S-0072,4.28
TA-11239,S-0013,4.28
TA-06538,S-0072,4.28
TA-13191,S-0072,4.28
TA-18048,S-0013,4.28
TA-19042,S-0064,4.28
TA-11548,S-0066,4.28
TA-04925,S-0013,4.28
TA-19533,S-0066,4.27
TA-10261,S-0072,4.27
TA-03612,S-0041,4.26
TA-18031,S-0041,4.26
TA-16751,S-0013,4.26
TA-01017,S-0066,4.26
TA-01730,S-0041,4.25
TA-02868,S-0041,4.25
TA-08543,S-0072,4.25
TA-15456,S-0041,4.25
TA-14802,S-0072,4.25
TA-18051,S-0013,4.25
TA-01977,S-0072,4.25
TA-08763,S-0041,4.24
TA-20092,S-0066,4.24
TA-02025,S-0041,4.24
TA-13803,S-0058,4.23
TA-18326,S-0026,4.22
TA-12548,S-0013,4.22
TA-10379,S-0013,4.21
TA-14462,S-0013,4.21
TA-14903,S-0041,4.21
TA-16750,S-0013,4.2
TA-10163,S-0041,4.2
TA-16646,S-0013,4.2
TA-07521,S-0058,4.2
TA-00533,S-0072,4.19
TA-05124,S-0058,4.18
TA-15392,S-0013,4.18
TA-16035,S-0072,4.18
TA-15370,S-0072,4.18
TA-18207,S-0041,4.17
TA-08544,S-0072,4.17
TA-14648,S-0072,4.17
TA-10660,S-0041,4.17
TA-01710,S-0072,4.17
TA-16817,S-0058,4.17
TA-17371,S-0058,4.17
TA-15590,S-0072,4.16
TA-13716,S-0041,4.16
TA-13711,S-0041,4.16
TA-12069,S-0058,4.16
TA-19709,S-0011,4.16
TA-03216,S-0062,4.16
TA-18765,S-0072,4.16
TA-08640,S-0041,4.16
TA-11386,S-0026,4.16
TA-06667,S-0041,4.16
TA-04337,S-0041,4.15
TA-05013,S-0054,4.15
TA-12322,S-0013,4.14
TA-12321,S-0013,4.14
TA-01077,S-0072,4.14
TA-12573,S-0013,4.14
TA-18316,S-0041,4.13
TA-16722,S-0072,4.13
TA-08464,S-0013,4.13
TA-13330,S-0105,4.13
TA-15148,S-0072,4.13
TA-13299,S-0041,4.12
TA-14589,S-0026,4.12
TA-15944,S-0013,4.11
TA-00446,S-0072,4.11
TA-14212,S-0041,4.1
TA-11065,S-0066,4.1
TA-14224,S-0041,4.1
TA-14210,S-0041,4.1
TA-14732,S-0041,4.1
TA-16410,S-0041,4.1
TA-19865,S-0066,4.1
TA-08905,S-0013,4.09
TA-07488,S-0058,4.09
TA-18388,S-0013,4.09
TA-19553,S-0013,4.09
TA-14399,S-0059,4.08
TA-15387,S-0013,4.08
TA-17855,S-0027,4.08
TA-09869,S-0041,4.08
TA-04617,S-0054,4.08
TA-17859,S-0027,4.07
TA-14052,S-0072,4.06
TA-00963,S-0062,4.06
TA-16439,S-0041,4.06
TA-17973,S-0041,4.06
TA-03621,S-0072,4.06
TA-18505,S-0013,4.06
TA-06944,S-0026,4.06
TA-17857,S-0027,4.05
TA-15430,S-0072,4.05
TA-18387,S-0013,4.05
TA-12200,S-0026,4.05
TA-19515,S-0026,4.05
TA-14432,S-0013,4.05
TA-12239,S-0041,4.05
TA-11285,S-0072,4.05
TA-14183,S-0058,4.05
TA-16819,S-0058,4.04
TA-00371,S-0066,4.04
TA-15443,S-0041,4.03
TA-10600,S-0041,4.03
TA-14904,S-0072,4.02
TA-14019,S-0041,4.02
TA-18503,S-0013,4.01
TA-03881,S-0072,4.01
TA-17261,S-0072,4.0
TA-10759,S-0066,4.0
TA-15242,S-0072,4.0
TA-05941,S-0041,4.0
TA-11956,S-0070,4.0
TA-18192,S-0081,4.0
TA-19016,S-0064,4.0
TA-09934,S-0041,4.0
TA-05898,S-0041,4.0
TA-08276,S-0013,3.99
TA-05558,S-0070,3.99
TA-06666,S-0041,3.99
TA-17858,S-0027,3.99
TA-19601,S-0072,3.98
TA-20113,S-0030,3.98
TA-03576,S-0072,3.97
TA-21092,S-0030,3.97
TA-12260,S-0013,3.97
TA-19734,S-0072,3.97
TA-12539,S-0013,3.97
TA-14182,S-0058,3.97
TA-12481,S-0041,3.96
TA-04918,S-0066,3.96
TA-04917,S-0066,3.96
TA-07380,S-0058,3.96
TA-03955,S-0026,3.95
TA-11611,S-0072,3.95
TA-03683,S-0072,3.95
TA-13910,S-0041,3.94
TA-18504,S-0013,3.94
TA-02431,S-0041,3.94
TA-07258,S-0013,3.94
TA-07161,S-0058,3.94
TA-15492,S-0013,3.93
TA-01731,S-0041,3.93
TA-16799,S-0041,3.93
TA-04777,S-0072,3.93
TA-14597,S-0041,3.92
TA-14525,S-0005,3.92
TA-19684,S-0013,3.92
TA-18507,S-0013,3.92
TA-10239,S-0041,3.92
TA-05940,S-0041,3.92
TA-04727,S-0030,3.92
TA-15461,S-0041,3.92
TA-14056,S-0041,3.91
TA-18613,S-0041,3.91
TA-16563,S-0041,3.91
TA-08227,S-0072,3.91
TA-08462,S-0013,3.91
TA-12719,S-0072,3.9
TA-08701,S-0081,3.9
TA-14494,S-0041,3.9
TA-12216,S-0013,3.9
TA-11008,S-0072,3.9
TA-09864,S-0041,3.9
TA-18787,S-0072,3.89
TA-16820,S-0058,3.89
TA-15211,S-0041,3.89
TA-17797,S-0042,3.89
TA-19574,S-0026,3.89
TA-17331,S-0041,3.88
TA-03204,S-0062,3.88
TA-09832,S-0041,3.87
TA-09859,S-0041,3.87
TA-11670,S-0072,3.87
TA-11411,S-0072,3.87
TA-01236,S-0041,3.86
